"article","mention","full_quote","original_name"
"bioj:a2009-31-NATURE","bioj:a2009-31-NATURE-C01-mention","GoMiner was used to identify enriched categories, and all categories displayed have an FDR,0.01. The","GoMiner"
"bioj:a2009-31-NATURE","bioj:a2009-31-NATURE-C07-mention","High-level ChIP-chip and ChIP-seq analysis. Intersect regions. To identify regions of significant intersection between enriched region lists from various data sets, the USeq IntersectRegions application was used. This application counts the number of intersections between two lists of genomic coordinates that occur within a minimum ‘max gap’ distance. To estimate confidence in the intersections, a thousand ‘random’ data sets are generated that were matched to the chromosome and size of the original regions, and randomly picked from the interrogated regions on the array or sequenced regions in the genome.","USeq IntersectRegions"
"bioj:a2009-31-NATURE","bioj:a2009-31-NATURE-C10-mention","Intersect lists. To determine whether the 4- and 8-cell transcripts identified in early human embryo correlated with any of our histone modifications we used The IntersectLists USeq application which uses random permutation to calculate the significance of intersection between two lists of genes.","USeq IntersectLists"
"bioj:a2009-31-NATURE","bioj:a2009-31-NATURE-C04-mention","The 26-bp and 36-bp reads were generated using Illumina’s Genome Analyser II and their standard software pipeline. Reads were mapped to the March 2006 NCBI Build 36.1 human genome using the pipeline’s eland_extended aligner.","Genome Analyser II"
"bioj:a2009-31-NATURE","bioj:a2009-31-NATURE-C05-mention","The USeq package [6] was used to identify regions of histone enrichment relative to input control. This entailed selecting reads that mapped with an alignment score >= 13 (-10log10(0.05)), shifting their centre position 73 bp 3' to accommo-date the 146-bp mononucleosome fragment length, and using a sliding window of 300 bp to score each region in the genome for significant histone enrichment. Significance was determined by calculating a binomial P value for each 300-bp window and controlled for multiple testing by applying Storey’s q value FDR estimation [38], [39].","USeq"
"bioj:a2009-31-NATURE","bioj:a2009-31-NATURE-C09-mention","The gene lists were uploaded in GoMiner (http://discover.nci.nih.gov/gominer/htgm.jsp) to identify over represented Gene Ontology terms.","GoMiner"
"bioj:a2009-31-NATURE","bioj:a2009-31-NATURE-C06-mention","To assess histone enrichment consistency, the QCSeqs application in the USeq package [6] as used to correlate the read counts between the D1 and pooled sample by calculating a Pearson correlation on the basis of the number of mapped reads falling within 500-bp windowed regions stepped every 250 bp across all chromosomes. Only windows with five or more reads in either of the samples were included in the correlation.","USeq QCSeqs"
"bioj:a2009-35-CELL","bioj:a2009-35-CELL-C05-mention","A consensus sequence was generated using the Jalview software (Clamp et al., 2004).","Jalview"
"bioj:a2009-35-CELL","bioj:a2009-35-CELL-C01-mention","Analysis of amino acid alignments of all known and predicted tnsE gene products (Parks and Peters, 2009) using the ClustalW algorithm (Thompson et al., 1994) revealed a highly conserved sequence PQLELARALFL (Figure 1).","CLUSTAL W"
"bioj:a2009-35-CELL","bioj:a2009-35-CELL-C01-mention","Analysis of amino acid alignments of all known and predicted tnsE gene products (Parks and Peters, 2009) using the ClustalW algorithm (Thompson et al., 1994) revealed a highly conserved sequence PQLELARALFL (Figure 1).","ClustalW"
"bioj:a2009-35-CELL","bioj:a2009-35-CELL-C06-mention","Kinetic calculations were carried out using the BIAevaluation software (Biacore, 1997) and KD values were confirmed by plotting the RU at equilibrium versus protein concentration and calculating the protein concentration at which half the maximum RU has been reached.","BIAevaluation"
"bioj:a2009-35-CELL","bioj:a2009-35-CELL-C02-mention","The b interaction with the mutant TnsE proteins varied in KD from ~6.0 to  ~10.0 mM, as analyzed by the BIAevaluation software (Biacore, 1997).","BIAevaluation"
"bioj:a2009-35-CELL","bioj:a2009-35-CELL-C03-mention","The tnsE genes identified in previous work (Parks and Peters, 2009) were aligned using the ClustalW algorithm (Thompson et al., 1994) through the on-line Jalview server (Clamp et al., 2004)(Table S4).","CLUSTAL W"
"bioj:a2009-35-CELL","bioj:a2009-35-CELL-C03-mention","The tnsE genes identified in previous work (Parks and Peters, 2009) were aligned using the ClustalW algorithm (Thompson et al., 1994) through the on-line Jalview server (Clamp et al., 2004)(Table S4).","ClustalW"
"bioj:a2009-35-CELL","bioj:a2009-35-CELL-C04-mention","The tnsE genes identified in previous work (Parks and Peters, 2009) were aligned using the ClustalW algorithm (Thompson et al., 1994) through the on-line Jalview server (Clamp et al., 2004)(Table S4).","Jalview"
"bioj:a2009-35-NAT_BIOTECHNOL","bioj:a2009-35-NAT_BIOTECHNOL-C05-mention","All single-molecule measurements were carried out on the inverted LSM 510 confocal microscope with ConfoCor2 module (Zeiss) operated by Zeiss software.","Software for Zeiss LSM 510"
"bioj:a2009-35-NAT_BIOTECHNOL","bioj:a2009-35-NAT_BIOTECHNOL-C01-mention","Predicted secondary structure of (A)64 3HP-EGFP mRNA calculated with Mfold (∆G = −3.2 kcal/mol).","Mfold"
"bioj:a2009-35-NAT_BIOTECHNOL","bioj:a2009-35-NAT_BIOTECHNOL-C07-mention","Secondary structure of splice-leader RNA calculated with Mfold 3.2 (ΔG = -3.2 kcal/mol).","Mfold"
"bioj:a2009-35-NAT_BIOTECHNOL","bioj:a2009-35-NAT_BIOTECHNOL-C06-mention","The collected data was analyzed using Zeiss software package.","Software for Zeiss LSM 510"
"bioj:a2009-35-NAT_BIOTECHNOL","bioj:a2009-35-NAT_BIOTECHNOL-C04-mention","The data were further corrected for incorporation of biotin-geranyl into endogenous RabGTPases and plotted using Grafit 5.0 (Erithacus Software). To obtain the averaged pre-nylation efficiency the data for individual Rabs were scaled to 100% scale and the average for each cell-free system was calculated.","Grafit"
"bioj:a2009-35-NAT_BIOTECHNOL","bioj:a2009-35-NAT_BIOTECHNOL-C02-mention","The densitometry was performed with Image J software package.","Image J"
"bioj:a2009-35-NAT_BIOTECHNOL","bioj:a2009-35-NAT_BIOTECHNOL-C03-mention","The density of the bands on the scanned luminescent images was quan-tified using program Image J. The densities of the incorporated biotin label were adjusted using loading correction factors derived from protein expression level quantification obtained with anti-Myc antibody.","Image J"
"bioj:a2009-47-SCIENCE","bioj:a2009-47-SCIENCE-C01-mention","Germ cell nuclei were visualized using Zeiss LSM Image Browser v 4.0 and manually marked and counted throughout a series of z-stacks.","Zeiss LSM Image Browser"
"bioj:a2009-51-MOL_THER","bioj:a2009-51-MOL_THER-C01-mention","First, sequences of 130 AAV cap genes were obtained from the GenBank database38 and aligned with BioEdit (www.mbio.ncsu.edu/BioEdit/bioedit.html).","BioEdit"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C21-mention","An RNA integrity number (RIN) was generated for each sample using the Agilent 2100 Expert Software (Version B.02.03) based on the ratio of ribosomal bands and also the presence or absence of degradation products on the electrophoretic and gel-like images.","Agilent 2100 Expert Software"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C01-mention","Data analysis using descriptive statistics, geNorm, NormFinder and qBasePlus indicated significant difference in variances between candidate EC genes.","geNorm"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C02-mention","Data analysis using descriptive statistics, geNorm, NormFinder and qBasePlus indicated significant difference in variances between candidate EC genes.","NormFinder"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C03-mention","Data analysis using descriptive statistics, geNorm, NormFinder and qBasePlus indicated significant difference in variances between candidate EC genes.","qBasePlus"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C13-mention","Figure 2 Analysis of candidate EC genes using geNorm. (A): Average expression stability values of eligible EC genes. Expression stability of the control genes as calculated by geNorm. Stability","geNorm"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C18-mention","For GeNorm, lower stability values (M) indicate greater stability. In the case of NormFinder, stability is calculated from inter- and intra-group variation. By grouping the tissues into tumour and normal the best combination of genes was identified. For geNorm stability was based on the estimation of pair-wise variation.","geNorm"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C19-mention","For GeNorm, lower stability values (M) indicate greater stability. In the case of NormFinder, stability is calculated from inter- and intra-group variation. By grouping the tissues into tumour and normal the best combination of genes was identified. For geNorm stability was based on the estimation of pair-wise variation.","NormFinder"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C08-mention","In the present study the stability of expression of candi- date EC genes was determined using a pair-wise com- parison model: geNorm [8] and an MS Excel ANOVA based model, NormFinder [35]. No effect of disease sta- tus EC gene expression was identified in colorectal tis- sue. Since both geNorm and NormFinder are based on the assumption that candidate genes are not differen- tially expressed between samples, this was an important first step prior to their continued use [9,10].","geNorm"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C09-mention","In the present study the stability of expression of candi- date EC genes was determined using a pair-wise com- parison model: geNorm [8] and an MS Excel ANOVA based model, NormFinder [35]. No effect of disease sta- tus EC gene expression was identified in colorectal tis- sue. Since both geNorm and NormFinder are based on the assumption that candidate genes are not differen- tially expressed between samples, this was an important first step prior to their continued use [9,10].","NormFinder"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C10-mention","In this study GeNorm was used to identify the most stably expressed EC genes from our panel of candidates and also provided a measure of the optimal number of EC genes. B2M and PPIA were identified as the most stable pairing. In order to achieve a pair-wise variation value (V) below the cut-off of 0.15 additional genes should theoretically be used; however this cut-off point is not absolute [14] and may not always be achievable [42]. No significant difference in target gene expression was observed when the top three most stable EC genes identified by geNorm were used confirming that using of a pair of genes may be more practicable given cost, work load and sample availability considerations.","geNorm"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C25-mention","It is further validated with qBasePlus.","qBasePlus"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C11-mention","NormFinder was designed to identify EC genes with
the lowest stability values; these values are calculated based on intra- and inter-group variation. In this study NormFinder was used to define the best combination of genes using tumour and normal as group identifiers in the calculations","NormFinder"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C12-mention","QBasePlus real-time PCR data manager programme was developed based on geNorm and qBase [36] algorithms. QBasePlus was used to confirm our selection of the B2M and PPIA pairing as the best combination of ECs in colorectal tissue.","qBasePlus"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C20-mention","QBasePlus through its components, geNorm and qBase, identified coefficient of variation (CV) and stability (M) values and thereby the best combination of genes for normalisation only when more than one gene is used.","qBasePlus"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C22-mention","QBasePlus was used for calculation of PDCD4 expression relative to each of the EC genes. It applies ∆∆Ct method was used where ∆∆Ct =(Ct target gene, test sample - Ct endogenous control, test sample) - (Ct target gene, calibrator sample - Ct endogenous control, calibrator sample). Relative quanti- ties were corrected for efficiency of amplification and fold change in gene expression between groups was cal- culated as E-∆∆Ct ± s.e.m. Where more than one endo- genous control are used, fold change estimates were calculated using the geometric mean of EC quantities relative to the calibrator sample which could be the minimum, maximum or a named sample or an average.","qBasePlus"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C26-mention","Sta- tistical analysis was carried out with Minitab® 15 (Mini- tab Ltd, Coventry, UK).","Minitab"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C23-mention","Stability of the EC genes expression was evaluated with two freely available statistical models, geNorm and NormFinder.","geNorm"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C24-mention","Stability of the EC genes expression was evaluated with two freely available statistical models, geNorm and NormFinder.","NormFinder"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C06-mention","Stability was further evaluated using qBasePlus [8,36], a commer- cially available RQ-PCR data mining package. These programmes were used to calculate amplification effi- ciency-corrected relative quantities from raw fluores- cence data. The ranking of candidate EC genes as determined by each of these programmes is illustrated in Table 3. In the case of GeNorm the variable V indi- cating the pairwise variation (Vn/Vn+1) between two sequential normalisation factors (NFn/NFn+1) indicated that three EC genes was the optimal number of genes for accurate normalisation (figure 2), however, target genes expression did not differ significantly if two rather than three EC genes were used (figure 3). Use of all three programmes confirmed that B2M and PPIA was the best combination of genes for normalising RQ-PCR data in CRC tissues (table 3).","qBasePlus"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C07-mention","Stability was further evaluated using qBasePlus [8,36], a commer- cially available RQ-PCR data mining package. These programmes were used to calculate amplification effi- ciency-corrected relative quantities from raw fluores- cence data. The ranking of candidate EC genes as determined by each of these programmes is illustrated in Table 3. In the case of GeNorm the variable V indi- cating the pairwise variation (Vn/Vn+1) between two sequential normalisation factors (NFn/NFn+1) indicated that three EC genes was the optimal number of genes for accurate normalisation (figure 2), however, target genes expression did not differ significantly if two rather than three EC genes were used (figure 3). Use of all three programmes confirmed that B2M and PPIA was the best combination of genes for normalising RQ-PCR data in CRC tissues (table 3).","qBasePlus"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C15-mention","Table 3 Ranking and best combination of EC genes as determined by geNorm, NormFinder and qBasePlus.","geNorm"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C16-mention","Table 3 Ranking and best combination of EC genes as determined by geNorm, NormFinder and qBasePlus.","NormFinder"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C17-mention","Table 3 Ranking and best combination of EC genes as determined by geNorm, NormFinder and qBasePlus.","qBasePlus"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C14-mention","The GeNorm programme calculates a normalisation factor (NF) which is used to determine the optimal number of EC genes required for accurate normalisation. This factor is calculated using the variable V as the pairwise variation (Vn/Vn + 1) between two sequential NFs (NFn and NFn + 1). To meet the recommended cut off V-value which is the point at which it is unnecessary to include additional genes in a normalisation strategy. The recommended limit for V value is 0.15 but it is not always achievable. In this instance, the GeNorm output file indicated that the optimal number of genes required for normalisation was three.","geNorm"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C04-mention","The stability of candidate EC genes was analysed using
geNorm [8] and NormFinder [35] programmes. Stability was further evaluated using qBasePlus [8,36], a commer- cially available RQ-PCR data mining package. These programmes were used to calculate amplification effi- ciency-corrected relative quantities from raw fluores- cence data. The ranking of candidate EC genes as determined by each of these programmes is illustrated in Table 3. In the case of GeNorm the variable V indi- cating the pairwise variation (Vn/Vn+1) between two sequential normalisation factors (NFn/NFn+1) indicated that three EC genes was the optimal number of genes for accurate normalisation (figure 2), however, target genes expression did not differ significantly if two rather than three EC genes were used (figure 3). Use of all three programmes confirmed that B2M and PPIA was the best combination of genes for normalising RQ-PCR data in CRC tissues (table 3).","geNorm"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C05-mention","The stability of candidate EC genes was analysed using
geNorm [8] and NormFinder [35] programmes. Stability was further evaluated using qBasePlus [8,36], a commer- cially available RQ-PCR data mining package. These programmes were used to calculate amplification effi- ciency-corrected relative quantities from raw fluores- cence data. The ranking of candidate EC genes as determined by each of these programmes is illustrated in Table 3. In the case of GeNorm the variable V indi- cating the pairwise variation (Vn/Vn+1) between two sequential normalisation factors (NFn/NFn+1) indicated that three EC genes was the optimal number of genes for accurate normalisation (figure 2), however, target genes expression did not differ significantly if two rather than three EC genes were used (figure 3). Use of all three programmes confirmed that B2M and PPIA was the best combination of genes for normalising RQ-PCR data in CRC tissues (table 3).","NormFinder"
"bioj:a2010-13-PLANT_J","bioj:a2010-13-PLANT_J-C01-mention","Image data processing was performed using GENESPRING software (Agilent).","GENESPRING"
"bioj:a2010-14-STEM_CELLS","bioj:a2010-14-STEM_CELLS-C01-mention","Optical sectioning was carried out using a confocal microscope (LSM 510 META; Carl Zeiss) and the num-ber of mitotic figures was counted on each slice using ImageJ software (http://rsb.info.nih.gov/ij/Java1.3.1_13).","ImageJ"
"bioj:a2010-14-STEM_CELLS","bioj:a2010-14-STEM_CELLS-C02-mention","Raw data were analyzed using BeadStudio v3 software (Illumina Inc., San Diego, CA, http://www.illumina.com).","BeadStudio"
"bioj:a2010-14-STEM_CELLS","bioj:a2010-14-STEM_CELLS-C05-mention","Statistical analyses were carried out using SPSS 13.0.","SPSS"
"bioj:a2010-14-STEM_CELLS","bioj:a2010-14-STEM_CELLS-C04-mention","To obtain the list of differentially expressed probes, we used a Student’s t test (limma R package, 2004)","limma R package"
"bioj:a2010-14-STEM_CELLS","bioj:a2010-14-STEM_CELLS-C03-mention","Values were nor-malized and log2 transformed under R software.","R"
"bioj:a2010-20-J_INTEGR_PLANT_BIOL","bioj:a2010-20-J_INTEGR_PLANT_BIOL-B01-mention","Data were subjected to a One-way ANOVA using the SAS software (SAS Institute Inc. 1989).","SAS"
"bioj:a2010-20-J_INTEGR_PLANT_BIOL","bioj:a2010-20-J_INTEGR_PLANT_BIOL-B01-mention","Data were subjected to a One-way ANOVA using the SAS software (SAS Institute Inc. 1989).","SAS/STAT"
"bioj:a2010-27-TURK_J_BIOCHEM","bioj:a2010-27-TURK_J_BIOCHEM-C01-mention","Results were statistically analyzed by a one-way analysis of vari-ance (ANOVA) by SPSS software 12.00, followed by Duncan’s multiple range test (DMRT).","SPSS"
"bioj:a2010-33-ARTHROPOD_STRUCT_DEV","bioj:a2010-33-ARTHROPOD_STRUCT_DEV-C01-mention","Myograms were obtained with the use of an MLT0201 micro force transducer attached by an ML221 Bridge Amp to a PowerLab 2/25 data acquisition system (ADInstruments, Sydney, Australia), and data collected with the Chart 5 software (ADInstruments) (see Chiang and O'Donnell, 2009).","Chart 5"
"bioj:a2010-34-AUST_J_ENTOMOL","bioj:a2010-34-AUST_J_ENTOMOL-B02-mention","The DYMEX model we used was as described and parameterised by Yonow et al. (2004).","DYMEX®"
"bioj:a2010-34-AUST_J_ENTOMOL","bioj:a2010-34-AUST_J_ENTOMOL-B01-mention","This column data were transcribed from the graphs into Excel spreadsheet format by DM.","Excel"
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C01-mention","A TBLASTN search of the Treenomix poplar EST and FLcDNA database (Ralph et al., 2006, 2008) was per-formed using plant GOLS nucleotide sequences available from GenBank.","TBLASTN"
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C03-mention","Alignments of multiple amino acid sequences were made with CLUSTALW (http://www.ebi.ac.uk/Tools/clustalw2) and BOXSHADE (bioweb.pasteur.fr/seqanal/interfaces/boxshade.html), and manually adjusted before maximum likelihood analysis using PHYML, version 2.4.4 (Guindon & Gascuel, 2003) with the JTT (Jones et al., 1992) amino acid substitution matrix.","CLUSTALW"
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C04-mention","Alignments of multiple amino acid sequences were made with CLUSTALW (http://www.ebi.ac.uk/Tools/clustalw2) and BOXSHADE (bioweb.pasteur.fr/seqanal/interfaces/boxshade.html), and manually adjusted before maximum likelihood analysis using PHYML, version 2.4.4 (Guindon & Gascuel, 2003) with the JTT (Jones et al., 1992) amino acid substitution matrix.","BOXSHADE"
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C05-mention","Alignments of multiple amino acid sequences were made with CLUSTALW (http://www.ebi.ac.uk/Tools/clustalw2) and BOXSHADE (bioweb.pasteur.fr/seqanal/interfaces/boxshade.html), and manually adjusted before maximum likelihood analysis using PHYML, version 2.4.4 (Guindon & Gascuel, 2003) with the JTT (Jones et al., 1992) amino acid substitution matrix.","PHYML"
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C13-mention","Alignments of protein sequences predicted from cDNA and gDNA sequences were generated using ClustalW (BLOSUM matrix, gap open penalty = 50, gap extension penalty = 0.5) and Boxshade.","Boxshade"
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C12-mention","Alignments of protein sequences predicted from cDNA and gDNA sequences were generated using ClustalW (BLOSUM matrix, gap open penalty = 50, gap extension penalty = 0.5) and Boxshade. Conserved similarity shading was based on 50% identity (black) and 50% similarity (grey).","ClustalW"
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C15-mention","All statistical analyses were performed within the R statistical package (www.r-project.org/), save for two-way ANOVAs and subsequent Tukey tests, which were performed with SYSTAT 11 (Systat Software Incorporated).","SYSTAT"
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C14-mention","All statistical analyses were performed within the R statistical package (www.r-project.org/), save for two-way ANOVAs and subsequent Tukey tests, which were performed with SYSTAT 11 (Systat Software Incorporated). Table","R"
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C10-mention","CONSENSE, also from PHYLIP, was used to create a consensus tree.","PHYLIP CONSENSE"
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C16-mention","Data were analyzed using the Opticon Monitor 2 version 2.02 software (MJ Research).","Opticon Monitor 2"
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C08-mention","SEQBOOT of the PHYLIP v3.66 package (Felsenstein, 1993; evolution.genetics.washing-ton.edu/phylip.html) was used to generate 100 bootstrap replicates, which were then analysed using PHYML and the previously estimated parameters.","PHYLIP"
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C08-mention","SEQBOOT of the PHYLIP v3.66 package (Felsenstein, 1993; evolution.genetics.washing-ton.edu/phylip.html) was used to generate 100 bootstrap replicates, which were then analysed using PHYML and the previously estimated parameters.","PHYLIP SEQBOOT"
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C09-mention","SEQBOOT of the PHYLIP v3.66 package (Felsenstein, 1993; evolution.genetics.washing-ton.edu/phylip.html) was used to generate 100 bootstrap replicates, which were then analysed using PHYML and the previously estimated parameters.","PHYML"
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C11-mention","TREEVIEW (Page, 1996) was used to visualize the resultant trees.","TREEVIEW"
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C11-mention","TREEVIEW (Page, 1996) was used to visualize the resultant trees.","Treeview."
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C06-mention","The proportion of invariant sites and the alpha shape parameter were estimated by PHYML.","PHYML"
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C07-mention","Trees were generated using BIONJ (Gascuel, 1997), a modified neigh-bour-joining algorithm.","BIONJ"
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C07-mention","Trees were generated using BIONJ (Gascuel, 1997), a modified neigh-bour-joining algorithm.","BioNJ"
"bioj:a2010-45-NEW_PHYTOL","bioj:a2010-45-NEW_PHYTOL-C02-mention","Using BLASTP analyses of the 41 377 protein-coding gene loci predicted from the poplar genome sequence assembly v2.0 (http://www.phytozome.net/poplar) we identified GOLS genes in the P. trichocarpa Nisqually-1 genome (Tuskan et al., 2006).","BLASTP"
